processo;despacho;contagem_dispatched;contagem_dom
1020.2023/0000666-8;Despacho indeferido;1;correto
1020.2023/0000667-6;Despacho indeferido;1;correto
1020.2023/0001032-0;Despacho indeferido;1;correto
1020.2023/0000692-7;Despacho indeferido;1;inexistente
1020.2023/0000693-5;Despacho indeferido;1;correto
1020.2023/0000758-3;Despacho indeferido;1;correto
1020.2023/0000759-1;Despacho indeferido;1;correto
1020.2023/0000550-5;Despacho indeferido;1;correto
1020.2023/0000508-4;Despacho indeferido;1;correto
1020.2023/0000520-3;Despacho indeferido;1;correto
1020.2023/0000533-5;Despacho indeferido;1;correto
1020.2023/0000535-1;Despacho indeferido;1;correto
1020.2023/0000538-6;Despacho indeferido;1;correto
1020.2023/0000539-4;Despacho indeferido;1;inexistente
1020.2023/0000541-6;Despacho indeferido;1;correto
1020.2023/0000544-0;Despacho indeferido;1;correto
1020.2023/0000547-5;Despacho indeferido;1;correto
1020.2023/0000548-3;Despacho indeferido;1;correto
1020.2023/0000771-0;Despacho indeferido;1;correto
1020.2023/0000946-2;Despacho indeferido;1;inexistente
1020.2023/0000950-0;Despacho indeferido;1;correto
1020.2023/0000952-7;Despacho indeferido;1;correto
1020.2023/0000953-5;Despacho indeferido;1;correto
1020.2023/0001004-5;Despacho indeferido;1;correto
1020.2023/0001005-3;Despacho indeferido;1;correto
1020.2023/0001009-6;Despacho indeferido;1;correto
1020.2023/0001019-3;Despacho indeferido;1;correto
1020.2023/0001020-7;Despacho indeferido;1;correto
1020.2023/0001021-5;Despacho indeferido;1;correto
1020.2023/0001022-3;Despacho indeferido;1;correto
1020.2023/0000947-0;Despacho indeferido;1;correto
1020.2023/0000938-1;Despacho indeferido;1;correto
1020.2023/0000773-7;Despacho indeferido;1;correto
1020.2023/0000828-8;Despacho indeferido;1;correto
1020.2023/0000829-6;Despacho indeferido;1;correto
1020.2023/0000832-6;Despacho indeferido;1;correto
1020.2023/0000850-4;Despacho indeferido;1;correto
1020.2023/0000853-9;Despacho indeferido;1;correto
1020.2023/0000861-0;Despacho indeferido;1;correto
1020.2023/0000872-5;Despacho indeferido;1;correto
1020.2021/0010939-0;Despacho indeferido;1;correto
1020.2021/0010970-6;Despacho indeferido;1;correto
1020.2021/0010987-0;Despacho indeferido;1;correto
1020.2021/0011000-3;Despacho indeferido;1;correto
1020.2021/0011002-0;Despacho indeferido;1;correto
1020.2021/0011003-8;Despacho indeferido;1;correto
1020.2021/0011006-2;Despacho indeferido;1;correto
1020.2021/0011009-7;Despacho indeferido;1;correto
1020.2021/0011012-7;Despacho indeferido;1;correto
1020.2021/0011013-5;Despacho indeferido;1;correto
1020.2021/0011021-6;Despacho indeferido;1;correto
1020.2021/0010825-4;Despacho indeferido;1;correto
1020.2021/0010831-9;Despacho indeferido;1;correto
1020.2021/0010837-8;Despacho indeferido;1;correto
1020.2021/0010843-2;Despacho indeferido;1;correto
1020.2021/0010844-0;Despacho indeferido;1;correto
1020.2021/0010850-5;Despacho indeferido;1;correto
1020.2021/0010853-0;Despacho indeferido;1;correto
1020.2021/0010924-2;Despacho indeferido;1;correto
1020.2021/0010925-0;Despacho indeferido;1;correto
1020.2021/0011091-7;Despacho indeferido;1;correto
1020.2021/0011145-0;Despacho indeferido;1;correto
1020.2021/0011150-6;Despacho indeferido;1;correto
1020.2021/0011151-4;Despacho indeferido;1;correto
1020.2021/0011155-7;Despacho indeferido;1;correto
1020.2021/0011156-5;Despacho indeferido;1;correto
1020.2021/0011157-3;Despacho indeferido;1;correto
1020.2021/0011159-0;Despacho indeferido;1;3
1020.2021/0011160-3;Despacho indeferido;1;correto
1020.2021/0011161-1;Despacho indeferido;1;correto
1020.2021/0011172-7;Despacho indeferido;1;correto
1020.2021/0011174-3;Despacho indeferido;1;correto
1020.2021/0011176-0;Despacho indeferido;1;correto
1020.2021/0011179-4;Despacho indeferido;1;correto
1020.2021/0011222-7;Despacho indeferido;1;correto
1020.2021/0011228-6;Despacho indeferido;1;correto
1020.2021/0011092-5;Despacho indeferido;1;correto
1020.2021/0011025-9;Despacho indeferido;1;correto
1020.2021/0011038-0;Despacho indeferido;1;correto
1020.2021/0011065-8;Despacho indeferido;1;correto
1020.2021/0011066-6;Despacho indeferido;1;correto
1020.2021/0011080-1;Despacho indeferido;1;correto
1020.2021/0011081-0;Despacho indeferido;1;correto
1020.2021/0010527-1;Despacho indeferido;1;correto
1020.2021/0010532-8;Despacho indeferido;1;correto
1020.2021/0010563-8;Despacho indeferido;1;correto
1020.2021/0010564-6;Despacho indeferido;1;correto
1020.2021/0010565-4;Despacho indeferido;1;correto
1020.2021/0010568-9;Despacho indeferido;1;correto
1020.2021/0010569-7;Despacho indeferido;1;correto
1020.2021/0010570-0;Despacho indeferido;1;correto
1020.2021/0010581-6;Despacho indeferido;1;correto
1020.2021/0010582-4;Despacho indeferido;1;correto
1020.2021/0010585-9;Despacho indeferido;1;correto
1020.2021/0010590-5;Despacho indeferido;1;correto
1020.2021/0010594-8;Despacho indeferido;1;correto
1020.2021/0010526-3;Despacho indeferido;1;correto
1020.2021/0010522-0;Despacho indeferido;1;correto
1020.2021/0010464-0;Despacho indeferido;1;correto
1020.2021/0010467-4;Despacho indeferido;1;correto
1020.2021/0010472-0;Despacho indeferido;1;correto
1020.2021/0010473-9;Despacho indeferido;1;correto
1020.2021/0010474-7;Despacho indeferido;1;correto
1020.2021/0010475-5;Despacho indeferido;1;correto
1020.2021/0010482-8;Despacho indeferido;1;correto
1020.2021/0010503-4;Despacho indeferido;1;correto
1020.2021/0010505-0;Despacho indeferido;1;correto
1020.2021/0010513-1;Despacho indeferido;1;correto
1020.2021/0010515-8;Despacho indeferido;1;correto
1020.2021/0010517-4;Despacho indeferido;1;correto
1020.2021/0010520-4;Despacho indeferido;1;correto
1020.2021/0010704-5;Despacho indeferido;1;correto
1020.2021/0010715-0;Despacho indeferido;1;correto
1020.2021/0010720-7;Despacho indeferido;1;correto
1020.2021/0010722-3;Despacho indeferido;1;correto
1020.2021/0010746-0;Despacho indeferido;1;correto
1020.2021/0010748-7;Despacho indeferido;1;correto
1020.2021/0010756-8;Despacho indeferido;1;correto
1020.2021/0010757-6;Despacho indeferido;1;correto
1020.2021/0010758-4;Despacho indeferido;1;correto
1020.2021/0010760-6;Despacho indeferido;1;correto
1020.2021/0010702-9;Despacho indeferido;1;correto
1020.2021/0010636-7;Despacho indeferido;1;correto
1020.2021/0010644-8;Despacho indeferido;1;correto
1020.2021/0010645-6;Despacho indeferido;1;correto
1020.2021/0010664-2;Despacho indeferido;1;correto
1020.2021/0010667-7;Despacho indeferido;1;correto
1020.2021/0010668-5;Despacho indeferido;1;correto
1020.2021/0010669-3;Despacho indeferido;1;correto
1020.2021/0011696-6;Despacho indeferido;1;correto
1020.2021/0011704-0;Despacho indeferido;1;correto
1020.2021/0011709-1;Despacho indeferido;1;correto
1020.2021/0011710-5;Despacho indeferido;1;correto
1020.2021/0011712-1;Despacho indeferido;1;correto
1020.2021/0011713-0;Despacho indeferido;1;correto
1020.2021/0011714-8;Despacho indeferido;1;correto
1020.2021/0011715-6;Despacho indeferido;1;correto
1020.2021/0011716-4;Despacho indeferido;1;correto
1020.2021/0011720-2;Despacho indeferido;1;correto
1020.2021/0011783-0;Despacho indeferido;1;correto
1020.2021/0011795-4;Despacho indeferido;1;correto
1020.2021/0011797-0;Despacho indeferido;1;correto
1020.2021/0011686-9;Despacho indeferido;1;correto
1020.2021/0011799-7;Despacho indeferido;1;correto
1020.2021/0011588-9;Despacho indeferido;1;correto
1020.2021/0011591-9;Despacho indeferido;1;correto
1020.2021/0011596-0;Despacho indeferido;1;correto
1020.2021/0011599-4;Despacho indeferido;1;correto
1020.2021/0011601-0;Despacho indeferido;1;correto
1020.2021/0011611-7;Despacho indeferido;1;correto
1020.2021/0011617-6;Despacho indeferido;1;correto
1020.2021/0011621-4;Despacho indeferido;1;correto
1020.2021/0011624-9;Despacho indeferido;1;correto
1020.2021/0011885-3;Despacho indeferido;1;correto
1020.2021/0011886-1;Despacho indeferido;1;correto
1020.2021/0011888-8;Despacho indeferido;1;correto
1020.2021/0011893-4;Despacho indeferido;1;correto
1020.2021/0011894-2;Despacho indeferido;1;2
1020.2021/0011899-3;Despacho indeferido;1;correto
1020.2021/0011902-7;Despacho indeferido;1;correto
1020.2021/0011903-5;Despacho indeferido;1;correto
1020.2021/0011906-0;Despacho indeferido;1;correto
1020.2021/0011907-8;Despacho indeferido;1;correto
1020.2021/0011915-9;Despacho indeferido;1;correto
1020.2021/0011917-5;Despacho indeferido;1;correto
1020.2021/0011921-3;Despacho indeferido;1;correto
1020.2021/0011923-0;Despacho indeferido;1;correto
1020.2021/0011884-5;Despacho indeferido;1;correto
1020.2021/0011882-9;Despacho indeferido;1;correto
1020.2021/0011806-3;Despacho indeferido;1;correto
1020.2021/0011808-0;Despacho indeferido;1;correto
1020.2021/0011809-8;Despacho indeferido;1;correto
1020.2021/0011819-5;Despacho indeferido;1;correto
1020.2021/0011821-7;Despacho indeferido;1;correto
1020.2021/0011822-5;Despacho indeferido;1;correto
1020.2021/0011823-3;Despacho indeferido;1;correto
1020.2021/0011824-1;Despacho indeferido;1;correto
1020.2021/0011834-9;Despacho indeferido;1;correto
1020.2021/0011852-7;Despacho indeferido;1;correto
1020.2021/0011874-8;Despacho indeferido;1;correto
1020.2021/0011584-6;Despacho indeferido;1;correto
1020.2021/0011341-0;Despacho indeferido;1;correto
1020.2021/0011344-4;Despacho indeferido;1;correto
1020.2021/0011346-0;Despacho indeferido;1;correto
1020.2021/0011348-7;Despacho indeferido;1;correto
1020.2021/0011351-7;Despacho indeferido;1;correto
1020.2021/0011352-5;Despacho indeferido;1;correto
1020.2021/0011354-1;Despacho indeferido;1;correto
1020.2021/0011357-6;Despacho indeferido;1;correto
1020.2021/0011362-2;Despacho indeferido;1;correto
1020.2021/0011364-9;Despacho indeferido;1;inexistente
1020.2021/0011365-7;Despacho indeferido;1;correto
1020.2021/0011366-5;Despacho indeferido;1;correto
1020.2021/0011337-1;Despacho indeferido;1;correto
1020.2021/0011407-6;Despacho indeferido;1;correto
1020.2021/0011240-5;Despacho indeferido;1;correto
1020.2021/0011241-3;Despacho indeferido;1;correto
1020.2021/0011245-6;Despacho indeferido;1;correto
1020.2021/0011248-0;Despacho indeferido;1;correto
1020.2021/0011249-9;Despacho indeferido;1;correto
1020.2021/0011251-0;Despacho indeferido;1;correto
1020.2021/0011254-5;Despacho indeferido;1;correto
1020.2021/0011259-6;Despacho indeferido;1;correto
1020.2021/0011263-4;Despacho indeferido;1;correto
1020.2021/0011264-2;Despacho indeferido;1;correto
1020.2021/0011266-9;Despacho indeferido;1;correto
1020.2021/0011267-7;Despacho indeferido;1;correto
1020.2021/0011370-3;Despacho indeferido;1;correto
1020.2021/0011578-1;Despacho indeferido;1;correto
1020.2021/0011462-9;Despacho indeferido;1;correto
1020.2021/0011475-0;Despacho indeferido;1;correto
1020.2021/0011493-9;Despacho indeferido;1;correto
1020.2021/0011502-1;Despacho indeferido;1;correto
1020.2021/0011505-6;Despacho indeferido;1;correto
1020.2021/0011449-1;Despacho indeferido;1;correto
1020.2021/0011448-3;Despacho indeferido;1;correto
1020.2021/0011409-2;Despacho indeferido;1;correto
1020.2021/0011414-9;Despacho indeferido;1;correto
1020.2021/0011416-5;Despacho indeferido;1;correto
1020.2021/0011419-0;Despacho indeferido;1;correto
1020.2021/0011429-7;Despacho indeferido;1;correto
1020.2021/0011430-0;Despacho indeferido;1;correto
1020.2021/0011445-9;Despacho indeferido;1;correto
1020.2021/0011446-7;Despacho indeferido;1;correto
1020.2021/0011447-5;Despacho indeferido;1;correto
1020.2021/0010458-5;Despacho indeferido;1;correto
1020.2021/0011954-0;Despacho indeferido;1;correto
1020.2021/0009239-0;Despacho indeferido;1;correto
1020.2021/0009245-5;Despacho indeferido;1;correto
1020.2021/0009249-8;Despacho indeferido;1;correto
1020.2021/0009250-1;Despacho indeferido;1;correto
1020.2021/0009251-0;Despacho indeferido;1;correto
1020.2021/0009252-8;Despacho indeferido;1;correto
1020.2021/0009257-9;Despacho indeferido;1;correto
1020.2021/0009259-5;Despacho indeferido;1;correto
1020.2021/0009261-7;Despacho indeferido;1;correto
1020.2021/0009266-8;Despacho indeferido;1;correto
1020.2021/0009267-6;Despacho indeferido;1;correto
1020.2021/0009273-0;Despacho indeferido;1;correto
1020.2021/0009277-3;Despacho indeferido;1;correto
1020.2021/0009279-0;Despacho indeferido;1;correto
1020.2021/0009287-0;Despacho indeferido;1;correto
1020.2021/0009291-9;Despacho indeferido;1;correto
1020.2021/0009235-8;Despacho indeferido;1;correto
1020.2021/0009131-9;Despacho indeferido;1;correto
1020.2021/0009134-3;Despacho indeferido;1;correto
1020.2021/0009135-1;Despacho indeferido;1;correto
1020.2021/0009137-8;Despacho indeferido;1;correto
1020.2021/0009141-6;Despacho indeferido;1;correto
1020.2021/0009143-2;Despacho indeferido;1;correto
1020.2021/0009146-7;Despacho indeferido;1;correto
1020.2021/0009147-5;Despacho indeferido;1;correto
1020.2021/0009160-2;Despacho indeferido;1;2
1020.2021/0009161-0;Despacho indeferido;1;2
1020.2021/0009168-8;Despacho indeferido;1;correto
1020.2021/0009170-0;Despacho indeferido;1;2
1020.2021/0009228-5;Despacho indeferido;1;correto
1020.2021/0009341-9;Despacho indeferido;1;correto
1020.2021/0009110-6;Despacho indeferido;1;correto
1020.2021/0009454-7;Despacho indeferido;1;correto
1020.2021/0009458-0;Despacho indeferido;1;correto
1020.2021/0009461-0;Despacho indeferido;1;correto
1020.2021/0009463-6;Despacho indeferido;1;correto
1020.2021/0009542-0;Despacho indeferido;1;correto
1020.2021/0009550-0;Despacho indeferido;1;correto
1020.2021/0009552-7;Despacho indeferido;1;correto
1020.2021/0009553-5;Despacho indeferido;1;correto
1020.2021/0009554-3;Despacho indeferido;1;correto
1020.2021/0009555-1;Despacho indeferido;1;correto
1020.2021/0009556-0;Despacho indeferido;1;correto
1020.2021/0009558-6;Despacho indeferido;1;correto
1020.2021/0009561-6;Despacho indeferido;1;correto
1020.2021/0009562-4;Despacho indeferido;1;correto
1020.2021/0009345-1;Despacho indeferido;1;correto
1020.2021/0009346-0;Despacho indeferido;1;correto
1020.2021/0009347-8;Despacho indeferido;1;correto
1020.2021/0009351-6;Despacho indeferido;1;correto
1020.2021/0009356-7;Despacho indeferido;1;correto
1020.2021/0009398-2;Despacho indeferido;1;correto
1020.2021/0009402-4;Despacho indeferido;1;correto
1020.2021/0009405-9;Despacho indeferido;1;correto
1020.2021/0009408-3;Despacho indeferido;1;correto
1020.2021/0009412-1;Despacho indeferido;1;correto
1020.2021/0009451-2;Despacho indeferido;1;correto
1020.2021/0009569-1;Despacho indeferido;1;correto
1020.2021/0008769-9;Despacho indeferido;1;correto
1020.2021/0008774-5;Despacho indeferido;1;correto
1020.2021/0008778-8;Despacho indeferido;1;correto
1020.2021/0008785-0;Despacho indeferido;1;correto
1020.2021/0008791-5;Despacho indeferido;1;correto
1020.2021/0008796-6;Despacho indeferido;1;correto
1020.2021/0008807-5;Despacho indeferido;1;correto
1020.2021/0008813-0;Despacho indeferido;1;correto
1020.2021/0008762-1;Despacho indeferido;1;correto
1020.2021/0008709-5;Despacho indeferido;1;correto
1020.2021/0008711-7;Despacho indeferido;1;correto
1020.2021/0008713-3;Despacho indeferido;1;correto
1020.2021/0008729-0;Despacho indeferido;1;correto
1020.2021/0008732-0;Despacho indeferido;1;correto
1020.2021/0008733-8;Despacho indeferido;1;correto
1020.2021/0008735-4;Despacho indeferido;1;correto
1020.2021/0008745-1;Despacho indeferido;1;correto
1020.2021/0008746-0;Despacho indeferido;1;correto
1020.2021/0008749-4;Despacho indeferido;1;correto
1020.2021/0008754-0;Despacho indeferido;1;correto
1020.2021/0008755-9;Despacho indeferido;1;correto
1020.2021/0008760-5;Despacho indeferido;1;correto
1020.2021/0008761-3;Despacho indeferido;1;correto
1020.2021/0009065-7;Despacho indeferido;1;correto
1020.2021/0009076-2;Despacho indeferido;1;correto
1020.2021/0009077-0;Despacho indeferido;1;correto
1020.2021/0009078-9;Despacho indeferido;1;correto
1020.2021/0009080-0;Despacho indeferido;1;correto
1020.2021/0009084-3;Despacho indeferido;1;correto
1020.2021/0009093-2;Despacho indeferido;1;correto
1020.2021/0009097-5;Despacho indeferido;1;correto
1020.2021/0009105-0;Despacho indeferido;1;correto
1020.2021/0009066-5;Despacho indeferido;1;correto
1020.2021/0008965-9;Despacho indeferido;1;correto
1020.2021/0009029-0;Despacho indeferido;1;correto
1020.2021/0009031-2;Despacho indeferido;1;correto
1020.2021/0009033-9;Despacho indeferido;1;correto
1020.2021/0009034-7;Despacho indeferido;1;correto
1020.2021/0009041-0;Despacho indeferido;1;correto
1020.2021/0009044-4;Despacho indeferido;1;correto
1020.2021/0009050-9;Despacho indeferido;1;correto
1020.2021/0009054-1;Despacho indeferido;1;correto
1020.2021/0009058-4;Despacho indeferido;1;correto
1020.2021/0009059-2;Despacho indeferido;1;inexistente
1020.2021/0010192-6;Despacho indeferido;1;correto
1020.2021/0010199-3;Despacho indeferido;1;correto
1020.2021/0010205-1;Despacho indeferido;1;correto
1020.2021/0010207-8;Despacho indeferido;1;correto
1020.2021/0010213-2;Despacho indeferido;1;correto
1020.2021/0010217-5;Despacho indeferido;1;correto
1020.2021/0010221-3;Despacho indeferido;1;correto
1020.2021/0010235-3;Despacho indeferido;1;correto
1020.2021/0010258-2;Despacho indeferido;1;correto
1020.2021/0010260-4;Despacho indeferido;1;correto
1020.2021/0010261-2;Despacho indeferido;1;correto
1020.2021/0010262-0;Despacho indeferido;1;correto
1020.2021/0010264-7;Despacho indeferido;1;correto
1020.2021/0010266-3;Despacho indeferido;1;correto
1020.2021/0010269-8;Despacho indeferido;1;correto
1020.2021/0010272-8;Despacho indeferido;1;correto
1020.2021/0010273-6;Despacho indeferido;1;correto
1020.2021/0010099-7;Despacho indeferido;1;correto
1020.2021/0010101-2;Despacho indeferido;1;correto
1020.2021/0010158-6;Despacho indeferido;1;correto
1020.2021/0010159-4;Despacho indeferido;1;correto
1020.2021/0010162-4;Despacho indeferido;1;correto
1020.2021/0010164-0;Despacho indeferido;1;correto
1020.2021/0010170-5;Despacho indeferido;1;correto
1020.2021/0010179-9;Despacho indeferido;1;correto
1020.2021/0010181-0;Despacho indeferido;1;correto
1020.2021/0010182-9;Despacho indeferido;1;correto
1020.2021/0010183-7;Despacho indeferido;1;correto
1020.2021/0010393-7;Despacho indeferido;1;correto
1020.2021/0010395-3;Despacho indeferido;1;correto
1020.2021/0010403-8;Despacho indeferido;1;correto
1020.2021/0010405-4;Despacho indeferido;1;correto
1020.2021/0010418-6;Despacho indeferido;1;correto
1020.2021/0010445-3;Despacho indeferido;1;correto
1020.2021/0010446-1;Despacho indeferido;1;correto
