n_processo;data_autuacao;assunto;coord_atual;status;data_extracao
1020.2021/0013269-4;17/09/2021 13:54:25;Alvará de Execução de Edificação Nova (HIS/ HMP);PARHIS;deferido;2024.03.04
1020.2021/0014271-1;28/09/2021 16:39:36;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);RESID;deferido;2024.03.04
1020.2021/0013685-1;22/09/2021 17:13:32;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);RESID;deferido;2024.03.04
1020.2021/0015951-7;20/10/2021 16:56:51;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);SERVIN;deferido;2024.03.04
1020.2021/0013268-6;17/09/2021 13:47:51;Alvará de Desmembramento + Alvará de Aprovação e Execução de Edificação Nova (Plano integrado);PARHIS;deferido;2024.03.04
1020.2021/0013963-0;24/09/2021 16:25:48;Alvará de Execução de Edificação Nova (Exceto HIS/ HMP);RESID;deferido;2024.03.04
1020.2021/0013270-8;17/09/2021 15:36:15;Alvará de Aprovação de Edificação Nova (HIS/ HMP);PARHIS;desistido;2024.03.04
1020.2021/0013485-9;21/09/2021 19:28:40;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);CAEPP;em análise;2024.03.04
1020.2021/0013256-2;16/09/2021 22:53:19;Alvará de Aprovação e Execução de Edificação Nova - Processo Declaratório;[];deferido;2024.03.04
1020.2022/0017540-9;15/09/2022 09:47:43;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2021/0013487-5;21/09/2021 19:30:57;Alvará de Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2021/0013975-3;24/09/2021 17:08:52;Alvará de Execução de Edificação Nova (Exceto HIS/ HMP);RESID;em análise;2024.03.04
1020.2022/0002604-7;25/02/2022 10:09:32;Certificado de Acessibilidade;CONTRU;em análise;2024.03.04
1020.2021/0013820-0;23/09/2021 16:39:01;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);RESID;deferido;2024.03.04
1020.2021/0013413-1;20/09/2021 12:28:35;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2021/0013672-0;22/09/2021 16:39:07;Alvará para Desmembramento/ Remembramento/ Reparcelamento;RESID;deferido;2024.03.04
1020.2021/0013822-6;23/09/2021 16:41:43;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);COMIN;deferido;2024.03.04
1020.2021/0013966-4;24/09/2021 16:53:32;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2021/0013823-4;23/09/2021 16:43:21;Alvará de Execução de Demolição Total;RESID;em análise;2024.03.04
1020.2021/0013974-5;24/09/2021 17:07:12;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);CAEPP;em análise;2024.03.04
1020.2021/0013674-6;22/09/2021 16:45:02;Apostilamento;RESID;deferido;2024.03.04
1020.2021/0013486-7;21/09/2021 19:29:50;Alvará de Execução de Demolição Total;CAEPP;em análise;2024.03.04
1020.2021/0015835-9;19/10/2021 16:31:09;Alvará de Execução para instalação de Estação Rádio-Base;CONTRU;indeferido e encerrado;2024.03.04
1020.2021/0013964-8;24/09/2021 16:27:54;Alvará para Desmembramento/ Remembramento/ Reparcelamento;CAEPP;em análise;2024.03.04
1020.2021/0013976-1;24/09/2021 17:10:15;Alvará para Desmembramento/ Remembramento/ Reparcelamento;RESID;deferido;2024.03.04
1020.2021/0016118-0;22/10/2021 16:17:28;Certificado de Acessibilidade;CONTRU;desistido;2024.03.04
1020.2021/0013272-4;17/09/2021 16:04:56;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;deferido;2024.03.04
1020.2021/0013273-2;17/09/2021 16:06:47;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;desistido;2024.03.04
1020.2021/0013680-0;22/09/2021 17:04:37;Alvará para Desmembramento/ Remembramento/ Reparcelamento;RESID;deferido;2024.03.04
1020.2021/0013943-5;24/09/2021 10:42:43;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);CAEPP;em análise;2024.03.04
1020.2021/0014786-1;04/10/2021 16:33:50;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2021/0016728-5;04/11/2021 16:34:18;Certificado de Segurança;CONTRU;deferido;2024.03.04
1020.2021/0015213-0;08/10/2021 16:29:21;Certificado de Acessibilidade;CONTRU;desistido;2024.03.04
1020.2021/0013824-2;23/09/2021 16:45:53;Alvará de Execução de Demolição Total;COMIN;deferido;2024.03.04
1020.2021/0014559-1;30/09/2021 16:38:55;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2021/0015935-5;20/10/2021 16:10:21;Pedido de Isenção de Taxa;CONTRU;indeferido;2024.03.04
1020.2021/0014395-5;29/09/2021 17:06:27;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);RESID;deferido;2024.03.04
1020.2021/0013828-5;23/09/2021 16:52:24;Certificado de Acessibilidade;CONTRU;em análise;2024.03.04
1020.2021/0015936-3;20/10/2021 16:11:52;Pedido de Isenção de Taxa;CONTRU;indeferido;2024.03.04
1020.2021/0015937-1;20/10/2021 16:13:31;Pedido de Isenção de Taxa;GAB;indeferido e encerrado;2024.03.04
1020.2021/0015483-3;14/10/2021 17:21:44;Alvará de Execução de Demolição Total;RESID;desistido;2024.03.04
1020.2021/0013972-9;24/09/2021 17:01:45;Alvará de Instalação de Heliponto;CONTRU;deferido;2024.03.04
1020.2021/0013307-0;17/09/2021 19:33:53;Alvará de Aprovação e Execução de Edificação Nova - Processo Declaratório;[];deferido;2024.03.04
1020.2022/0001623-8;09/02/2022 11:31:34;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2021/0013981-8;24/09/2021 17:19:05;Alvará de Aprovação de Edificação Nova (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2021/0014788-8;04/10/2021 16:38:24;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);COMIN;em análise;2024.03.04
1020.2021/0013428-0;21/09/2021 16:04:39;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;deferido;2024.03.04
1020.2021/0018266-7;30/11/2021 16:31:53;Alvará para Desmembramento/ Remembramento/ Reparcelamento;RESID;indeferido;2024.03.04
1020.2021/0015181-8;08/10/2021 10:32:47;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);CAEPP;em análise;2024.03.04
1020.2021/0013392-5;20/09/2021 07:57:49;Alvará de Aprovação e Execução de Edificação Nova - Processo Declaratório;[];deferido;2024.03.04
1020.2021/0015006-4;06/10/2021 16:21:14;Alvará de Aprovação de Edificação Nova (Exceto HIS/ HMP);RESID;em análise;2024.03.04
1020.2021/0016371-9;27/10/2021 16:13:12;Certificado de Segurança;CONTRU;desistido;2024.03.04
1020.2021/0014560-5;30/09/2021 16:40:30;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2021/0013827-7;23/09/2021 16:50:20;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2021/0013968-0;24/09/2021 16:56:37;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);CAEPP;em análise;2024.03.04
1020.2021/0013977-0;24/09/2021 17:11:44;Alvará de Execução de Demolição Total;RESID;deferido;2024.03.04
1020.2021/0016401-4;27/10/2021 17:40:48;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);CAEPP;em análise;2024.03.04
1020.2021/0014137-5;27/09/2021 16:26:24;Alvará de Aprovação de Reforma (Exceto HIS/ HMP);GAB;deferido;2024.03.04
1020.2021/0014135-9;27/09/2021 16:22:37;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);RESID;deferido;2024.03.04
1020.2021/0015637-2;15/10/2021 16:42:25;Alvará de Execução de Edificação Nova (Exceto HIS/ HMP);RESID;deferido;2024.03.04
1020.2021/0014391-2;29/09/2021 16:57:01;Alvará para Desmembramento/ Remembramento/ Reparcelamento;RESID;deferido;2024.03.04
1020.2021/0013830-7;23/09/2021 16:56:02;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);RESID;indeferido;2024.03.04
1020.2021/0014556-7;30/09/2021 16:37:26;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);COMIN;indeferido;2024.03.04
1020.2021/0013832-3;23/09/2021 16:59:36;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2021/0015479-5;14/10/2021 17:10:20;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2021/0013821-8;23/09/2021 16:40:12;Alvará de Execução de Edificação Nova (Exceto HIS/ HMP);RESID;deferido;2024.03.04
1020.2022/0001357-3;02/02/2022 16:41:16;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);SERVIN;desistido;2024.03.04
1020.2021/0013969-9;24/09/2021 16:57:40;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);RESID;deferido;2024.03.04
1020.2021/0013826-9;23/09/2021 16:48:47;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);RESID;deferido;2024.03.04
1020.2021/0013980-0;24/09/2021 17:17:15;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);RESID;deferido;2024.03.04
1020.2021/0016149-0;22/10/2021 17:07:00;Alvará de Execução de Demolição Total;COMIN;indeferido;2024.03.04
1020.2021/0017701-9;19/11/2021 09:17:57;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);CAEPP;em análise;2024.03.04
1020.2021/0013979-6;24/09/2021 17:14:05;Alvará para Desmembramento/ Remembramento/ Reparcelamento;RESID;deferido;2024.03.04
1020.2021/0013978-8;24/09/2021 17:12:47;Alvará para Desmembramento/ Remembramento/ Reparcelamento;RESID;deferido;2024.03.04
1020.2021/0014393-9;29/09/2021 17:05:13;Alvará para Desmembramento/ Remembramento/ Reparcelamento;RESID;deferido;2024.03.04
1020.2022/0002423-0;23/02/2022 10:36:11;Certificado de Segurança;CONTRU;em análise;2024.03.04
1020.2021/0016235-6;25/10/2021 16:09:15;Certificado de Segurança;CONTRU;deferido;2024.03.04
1020.2021/0014563-0;30/09/2021 16:45:43;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2021/0014136-7;27/09/2021 16:24:51;Alvará para Desmembramento/ Remembramento/ Reparcelamento;RESID;deferido;2024.03.04
1020.2021/0013421-2;21/09/2021 14:00:50;Apostilamento;PARHIS;deferido;2024.03.04
1020.2021/0014562-1;30/09/2021 16:42:58;Alvará de Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2021/0014390-4;29/09/2021 16:50:03;Alvará de Aprovação de Edificação Nova (Exceto HIS/ HMP);RESID;deferido;2024.03.04
1020.2021/0013426-3;21/09/2021 15:52:55;Apostilamento;PARHIS;deferido;2024.03.04
1020.2021/0015736-0;18/10/2021 16:13:56;Certificado de Acessibilidade;CONTRU;em análise;2024.03.04
1020.2021/0013425-5;21/09/2021 15:29:17;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;deferido;2024.03.04
1020.2021/0014141-3;27/09/2021 16:32:52;Alvará de Aprovação de Edificação Nova (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2021/0013415-8;20/09/2021 23:01:15;Alvará de Aprovação e Execução de Edificação Nova - Processo Declaratório;[];indeferido e encerrado;2024.03.04
1020.2021/0013983-4;24/09/2021 17:23:11;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2021/0016152-0;22/10/2021 17:07:21;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);RESID;deferido;2024.03.04
1020.2021/0014796-9;04/10/2021 16:51:27;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);CAEPP;em análise;2024.03.04
1020.2021/0014392-0;29/09/2021 17:02:57;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2021/0013971-0;24/09/2021 17:00:18;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;deferido;2024.03.04
1020.2021/0014571-0;30/09/2021 16:57:02;Alvará de Autorização de Avanço do Tapume Sobre Parte do Passeio Público;CAEPP;em análise;2024.03.04
1020.2022/0005572-1;01/04/2022 10:10:37;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);SERVIN;em análise;2024.03.04
1020.2021/0013656-8;22/09/2021 12:00:49;Pedido de Isenção de Taxa;CONTRU;deferido;2024.03.04
1020.2021/0013657-6;22/09/2021 12:02:21;Pedido de Isenção de Taxa;CONTRU;deferido;2024.03.04
1020.2021/0013422-0;21/09/2021 14:22:02;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;deferido;2024.03.04
1020.2021/0013419-0;21/09/2021 11:11:00;Alvará de Aprovação e Execução de Edificação Nova - Processo Declaratório;[];indeferido e encerrado;2024.03.04
1020.2021/0014144-8;27/09/2021 16:37:50;Pedido de Isenção de Taxa;CONTRU;desistido;2024.03.04
1020.2021/0014145-6;27/09/2021 16:39:05;Pedido de Isenção de Taxa;CONTRU;desistido;2024.03.04
1020.2021/0014268-1;28/09/2021 16:35:01;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);RESID;deferido;2024.03.04
1020.2021/0014787-0;04/10/2021 16:36:38;Alvará de Execução de Edificação Nova (Exceto HIS/ HMP);RESID;deferido;2024.03.04
1020.2021/0014146-4;27/09/2021 16:40:14;Pedido de Isenção de Taxa;CONTRU;deferido;2024.03.04
1020.2021/0014375-0;29/09/2021 15:11:27;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;deferido;2024.03.04
1020.2021/0014147-2;27/09/2021 16:41:26;Pedido de Isenção de Taxa;CONTRU;deferido;2024.03.04
1020.2021/0014566-4;30/09/2021 16:48:27;Certificado de Acessibilidade;CONTRU;em análise;2024.03.04
1020.2021/0013658-4;22/09/2021 13:12:50;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2021/0013420-4;21/09/2021 13:37:26;Alvará de Aprovação e Execução de Edificação Nova - Processo Declaratório;[];indeferido e encerrado;2024.03.04
1020.2021/0016388-3;27/10/2021 16:59:13;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);COMIN;em análise;2024.03.04
1020.2021/0016495-2;28/10/2021 16:22:31;Certificado de Estanqueidade;CONTRU;desistido;2024.03.04
1020.2021/0013423-9;21/09/2021 14:53:54;Alvará de Aprovação e Execução de Edificação Nova - Processo Declaratório;[];indeferido e encerrado;2024.03.04
1020.2021/0013984-2;24/09/2021 17:24:13;Alvará para Desmembramento/ Remembramento/ Reparcelamento;CAEPP;indeferido e encerrado;2024.03.04
1020.2022/0003878-9;17/03/2022 10:19:50;Certificado de Acessibilidade;CONTRU;em análise;2024.03.04
1020.2021/0015735-2;18/10/2021 16:11:49;Certificado de Acessibilidade;CONTRU;em análise;2024.03.04
1020.2021/0014138-3;27/09/2021 16:28:02;Alvará para Desmembramento/ Remembramento/ Reparcelamento;RESID;deferido;2024.03.04
1020.2021/0014139-1;27/09/2021 16:29:50;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2021/0014140-5;27/09/2021 16:31:36;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2022/0003879-7;17/03/2022 10:25:22;Certificado de Acessibilidade;CONTRU;indeferido;2024.03.04
1020.2021/0013430-1;21/09/2021 16:10:00;Alvará de Aprovação e Execução de Edificação Nova - Processo Declaratório;[];indeferido e encerrado;2024.03.04
1020.2021/0015480-9;14/10/2021 17:11:48;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);RESID;deferido;2024.03.04
1020.2021/0016153-8;22/10/2021 17:07:30;Alvará para Desmembramento/ Remembramento/ Reparcelamento;PARHIS;em análise;2024.03.04
1020.2021/0015482-5;14/10/2021 17:20:22;Alvará para Desmembramento/ Remembramento/ Reparcelamento;RESID;deferido;2024.03.04
1020.2021/0015156-7;08/10/2021 09:28:18;Alvará de Execução de Demolição Total;CAEPP;em análise;2024.03.04
1020.2023/0006608-3;13/04/2023 12:58:11;Alvará de Execução de Edificação Nova (HIS/ HMP);PARHIS;deferido;2024.03.04
1020.2021/0016237-2;25/10/2021 16:09:30;Certificado de Acessibilidade;CONTRU;em análise;2024.03.04
1020.2021/0015150-8;08/10/2021 09:06:45;Alvará para Desmembramento/ Remembramento/ Reparcelamento;RESID;deferido;2024.03.04
1020.2022/0008521-3;11/05/2022 14:18:01;Certificado de Acessibilidade;CONTRU;em análise;2024.03.04
1020.2021/0014396-3;29/09/2021 17:08:28;Alvará para Desmembramento/ Remembramento/ Reparcelamento;RESID;deferido;2024.03.04
1020.2021/0016138-4;22/10/2021 16:59:36;Alvará de Aprovação de Edificação Nova (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2021/0014143-0;27/09/2021 16:35:36;Apostilamento;RESID;deferido;2024.03.04
1020.2021/0013653-3;22/09/2021 10:18:53;Alvará de Aprovação e Execução de Edificação Nova - Processo Declaratório;[];indeferido e encerrado;2024.03.04
1020.2021/0014130-8;27/09/2021 16:14:14;Certificado de Estanqueidade;CONTRU;deferido;2024.03.04
1020.2021/0013985-0;24/09/2021 17:25:22;Alvará de Aprovação de Reforma (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2022/0010760-8;16/06/2022 08:09:22;Alvará de Aprovação de Reforma (Exceto HIS/ HMP);COMIN;em análise;2024.03.04
1020.2021/0013986-9;24/09/2021 17:26:28;Alvará para Desmembramento/ Remembramento/ Reparcelamento;RESID;deferido;2024.03.04
1020.2021/0015389-6;13/10/2021 14:48:29;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2021/0018078-8;26/11/2021 15:02:33;Apostilamento;RESID;deferido;2024.03.04
1020.2021/0013951-6;24/09/2021 14:27:32;Alvará de Execução de Edificação Nova (HIS/ HMP);PARHIS;deferido;2024.03.04
1020.2021/0017439-7;12/11/2021 16:22:03;Alvará de Execução de Demolição Total;RESID;deferido;2024.03.04
1020.2021/0014675-0;01/10/2021 16:24:04;Alvará de Aprovação de Edificação Nova (Exceto HIS/ HMP);RESID;deferido;2024.03.04
1020.2021/0017195-9;09/11/2021 16:43:04;Cadastro de tanque de armazenagem, bomba, filtro de combustível e equipamentos afins;CONTRU;deferido;2024.03.04
1020.2021/0015487-6;14/10/2021 17:36:10;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);CAEPP;em análise;2024.03.04
1020.2021/0015209-1;08/10/2021 16:18:31;Alvará de Aprovação de Reforma (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2021/0015167-2;08/10/2021 09:55:25;Alvará de Aprovação de Reforma (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2021/0015635-6;15/10/2021 16:39:43;Alvará de Execução de Demolição Total;RESID;deferido;2024.03.04
1020.2021/0013805-6;23/09/2021 15:14:40;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;deferido;2024.03.04
1020.2021/0013803-0;23/09/2021 15:06:51;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2021/0014397-1;29/09/2021 17:10:31;Alvará de Aprovação de Edificação Nova (Exceto HIS/ HMP);COMIN;deferido;2024.03.04
1020.2021/0014677-6;01/10/2021 16:26:36;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);RESID;deferido;2024.03.04
1020.2021/0017553-9;17/11/2021 16:29:09;Cadastro de Sistema Especial de Segurança;GAB;deferido;2024.03.04
1020.2021/0013676-2;22/09/2021 16:50:53;Alvará de Aprovação e Execução de Edificação Nova - Processo Declaratório;[];deferido;2024.03.04
1020.2021/0014380-7;29/09/2021 16:23:27;Certificado de Segurança;CONTRU;deferido;2024.03.04
